id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,place_county_name,positioning_device,place_town_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2586353,2016-01-16 10:29:15 AM PST,2016-01-16,2016-01-16 18:29:15 UTC,Pacific Time (US & Canada),false,36074,ajwacaser,2016-01-16 19:54:22 UTC,2016-07-29 23:45:31 UTC,research,CC-BY,http://www.inaturalist.org/observations/2586353,https://static.inaturalist.org/photos/2889191/medium.jpeg?1452974082,,Pair mating,false,3,0,false,2,,37.87490421,-122.23708895,9.00,,,Alameda,,Oakland,California newt,Taricha torosa,California Newt,Amphibia,27818
515652,2014-01-04 17:12:09,2014-01-04,2014-01-05 01:12:09 UTC,Pacific Time (US & Canada),false,3494,damontighe,2014-01-30 09:11:14 UTC,2016-11-05 06:47:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/515652,https://static.inaturalist.org/photos/657142/medium.jpg?1444429646,,"California Newt ( Taricha torosa), Knowland Park, Oakland, California",false,1,0,false,,"Oakland, California, United States",37.753788,-122.137406,,,,Alameda,,Oakland,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
1747294,2015-07-11,2015-07-11,,Pacific Time (US & Canada),false,3342,hfabian,2015-07-12 04:17:53 UTC,2015-07-12 04:30:19 UTC,research,,http://www.inaturalist.org/observations/1747294,https://static.inaturalist.org/photos/2119987/medium.jpg?1436674722,,Males in aquatic phase.,false,1,0,false,,Berkeley Botanical Gardens,37.876285,-122.233916,,,,Alameda,,Oakland,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
189718,2013-01-27 16:14:22,2013-01-27,2013-01-28 00:14:22 UTC,Pacific Time (US & Canada),false,1,kueda,2013-02-01 07:31:10 UTC,2016-10-26 18:02:49 UTC,research,CC0,http://www.inaturalist.org/observations/189718,https://static.inaturalist.org/photos/243968/medium.jpg?1444593433,,One of several in breeding mode in Arroyo Viejo Creek.,false,2,0,false,,"Knowland Park, Oakland, California, US",37.753827,-122.147662,,,,Alameda,,Oakland,California Newt,Taricha torosa,California Newt,Amphibia,27818
202853,2013-02-19,2013-02-19,,Pacific Time (US & Canada),false,12617,nicktrow,2013-02-22 02:34:44 UTC,2015-05-13 03:12:59 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/202853,https://static.inaturalist.org/photos/257500/medium.jpg?1361500506,,Saw a couple dozen California Newts swimming around and laying eggs at the Botanical gardens. Really amazing,false,1,0,false,,University Botanical Gardens,37.8733289856,-122.2373199463,,,,Alameda,,Oakland,California Newt,Taricha torosa,California Newt,Amphibia,27818
1144246,Sat Dec 20 2014 14:28:15 GMT-0800 (PST),2014-12-20,2014-12-20 22:28:15 UTC,Pacific Time (US & Canada),false,3494,damontighe,2014-12-24 00:07:25 UTC,2016-11-05 06:47:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1144246,https://static.inaturalist.org/photos/1440114/medium.jpg?1419379714,,,false,1,0,false,3,"Knowland Park, Oakland, CA, US",37.7531383333,-122.1397861667,,,,Alameda,,Oakland,California Newt,Taricha torosa,California Newt,Amphibia,27818
2497831,Tue Dec 22 2015 16:07:31 GMT-0800 (PST),2015-12-22,2015-12-23 00:07:31 UTC,Pacific Time (US & Canada),false,3494,damontighe,2015-12-23 04:01:41 UTC,2015-12-23 15:25:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2497831,https://static.inaturalist.org/photos/2804697/medium.jpg?1450843388,,,false,4,0,false,3,"Knowland Park, Oakland, CA, US",37.7573966667,-122.1374361667,,,,Alameda,,Oakland,California Newt,Taricha torosa,California Newt,Amphibia,27818
2586607,Sat Jan 16 2016 10:21:41 GMT-0800 (PST),2016-01-16,2016-01-16 18:21:41 UTC,Pacific Time (US & Canada),false,77485,colleenmahoney,2016-01-16 21:30:03 UTC,2016-02-12 17:45:24 UTC,research,,http://www.inaturalist.org/observations/2586607,https://static.inaturalist.org/photos/2889565/medium.jpg?1452979888,,,false,3,0,false,3,"University of California Botanical Garden at Berkeley, Oakland, CA, US",37.8748333333,-122.23707,,,,Alameda,,Oakland,California Newt,Taricha torosa,California Newt,Amphibia,27818
1149413,2014-12-27,2014-12-27,,Pacific Time (US & Canada),false,38280,dominic,2014-12-28 18:08:48 UTC,2015-03-20 23:13:00 UTC,research,CC-BY,http://www.inaturalist.org/observations/1149413,https://static.inaturalist.org/photos/1447937/medium.JPG?1419790135,,I was very excited to find this guy. He was the first one I found.,false,2,0,false,,"Augustin Bernal Park, Pleasanton, Alameda County, California",37.637964,-121.910331,755.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1149432,2014-12-27,2014-12-27,,Pacific Time (US & Canada),false,38280,dominic,2014-12-28 18:32:35 UTC,2015-03-20 23:13:00 UTC,research,CC-BY,http://www.inaturalist.org/observations/1149432,https://static.inaturalist.org/photos/1447977/medium.JPG?1419791632,,The second one I found. Underneath a log with an arboreal salamander and a northwest forest scorpion.,false,1,0,false,,"Augustin Bernal Park, Pleasanton, Alameda County, California",37.637964,-121.910331,755.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
4603508,2016/11/19 2:00 PM PST,2016-11-19,2016-11-19 22:00:00 UTC,Pacific Time (US & Canada),false,179103,catchang,2016-11-20 04:50:28 UTC,2016-12-06 17:16:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4603508,https://static.inaturalist.org/photos/5566018/medium.jpeg?1479617350,,,false,2,0,false,,EBMUD,37.803498,-122.129339,418.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
5031276,2017-01-30,2017-01-30,,UTC,false,342904,rose21,2017-01-31 02:16:44 UTC,2017-01-31 20:24:29 UTC,casual,,https://www.inaturalist.org/observations/5031276,,,,false,0,0,false,2,"Cave Rocks Road Fremont, CA 94539",37.5267215355,-121.817936115,344.00,,gps,Alameda,gps,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2610388,Sat Jan 23 2016 10:55:29 GMT-0800 (PST),2016-01-23,2016-01-23 18:55:29 UTC,Pacific Time (US & Canada),false,168921,rangerj,2016-01-23 20:15:33 UTC,2016-05-10 22:10:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2610388,https://static.inaturalist.org/photos/2917792/medium.jpg?1453580162,,California newt,false,2,1,false,3,"Redwood Regional Park, Castro Valley, CA, US",37.812252299,-122.1619355975,333.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2664996,2016-02-09,2016-02-09,,Pacific Time (US & Canada),false,3342,hfabian,2016-02-10 18:42:12 UTC,2016-03-08 05:29:33 UTC,research,,http://www.inaturalist.org/observations/2664996,https://static.inaturalist.org/photos/2995948/medium.jpg?1455129738,,Distant view; submerged.,false,3,0,false,,Redwood Regional Park,37.802182,-122.145331,300.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
4872560,2016/12/29 4:07 PM PST,2016-12-29,2016-12-30 00:07:00 UTC,Pacific Time (US & Canada),false,462,barbarab,2016-12-31 05:15:12 UTC,2016-12-31 18:19:31 UTC,research,CC-BY,https://www.inaturalist.org/observations/4872560,https://static.inaturalist.org/photos/5921325/medium.jpeg?1483161167,,,false,1,0,false,,"Alameda County, CA, USA",37.5112237022,-121.8272209167,243.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
759144,2013-03-29,2013-03-29,,Pacific Time (US & Canada),false,18847,alameda_creek_alliance,2014-06-29 15:45:44 UTC,2015-05-13 02:27:50 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/759144,https://static.inaturalist.org/photos/954299/medium.JPG?1404056747,,Seen on the Sinbad Creek trail in Pleasanton Ridge regional park.,false,2,0,false,,,37.646554,-121.926656,210.00,,,Alameda,,,California newt,Taricha torosa,California Newt,Amphibia,27818
580945,Sun Mar 23 2014 11:21:04 GMT-0700 (PDT),2014-03-23,2014-03-23 18:21:04 UTC,Pacific Time (US & Canada),false,16692,stickymonkey,2014-03-24 16:50:06 UTC,2015-05-13 03:09:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/580945,https://static.inaturalist.org/photos/738901/medium.jpg?1395680098,,Under log off indian joe nature trail,false,3,0,false,3,"Sunol Regional Wilderness, Sunol, CA, US",37.516121,-121.830655,127.00,,,Alameda,,,California newt,Taricha torosa,California Newt,Amphibia,27818
1097480,2014-11-16,2014-11-16,,Pacific Time (US & Canada),false,3290,temminicki,2014-11-26 23:51:22 UTC,2015-05-13 02:22:49 UTC,research,,http://www.inaturalist.org/observations/1097480,https://static.inaturalist.org/photos/1379245/medium.jpg?1444777802,,,false,2,0,false,,Sunol regional wilderness,37.513947,-121.82883,105.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
208810,Sun Mar 03 2013 14:33:50 GMT-0800 (PST),2013-03-03,2013-03-03 22:33:50 UTC,Pacific Time (US & Canada),,28,tiwane,2013-03-04 03:09:39 UTC,2016-10-31 21:08:01 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/208810,https://static.inaturalist.org/photos/264856/medium.jpg?1444678674,,"Can't decide between torosa or granulosa.  Skin is fairly smooth, but eyes aren't too big and there is some dark skin under eyes.",true,0,0,false,,,37.506047,-121.809931,50.00,,,Alameda,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
2634779,2016-01-31 2:04:46 PM PST,2016-01-31,2016-01-31 22:04:46 UTC,Pacific Time (US & Canada),false,1,kueda,2016-02-01 01:25:42 UTC,2016-03-08 05:24:58 UTC,research,CC0,http://www.inaturalist.org/observations/2634779,https://static.inaturalist.org/photos/2953691/medium.jpeg?1454289992,,,false,2,0,false,2,,37.60882067,-122.0125364,15.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1282322,2015-03-08 3:11:53 PM PDT,2015-03-08,2015-03-08 22:11:53 UTC,Pacific Time (US & Canada),false,81443,catherinecarney393,2015-03-09 01:28:38 UTC,2015-05-13 03:02:46 UTC,casual,,http://www.inaturalist.org/observations/1282322,https://static.inaturalist.org/photos/1607946/medium.jpg?1425864568,,"I found many newts which seemed to be their nesting grounds, lots of egg masses!",false,1,0,false,2,,37.62523931,-122.0534771,13.00,,gps,Alameda,gps,,California Newt (Taricha torosa),Taricha torosa,California Newt,Amphibia,27818
5058208,2017/02/04,2017-02-04,,Pacific Time (US & Canada),false,121203,anaxyrus,2017-02-05 19:57:06 UTC,2017-02-05 19:57:09 UTC,needs_id,,https://www.inaturalist.org/observations/5058208,https://static.inaturalist.org/photos/6203088/medium.jpeg?1486324479,,Dos tritones!!!,false,0,0,false,,"Oakland, California",37.8030576863,-122.145550847,10.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
208808,Sun Mar 03 2013 13:28:47 GMT-0800 (PST),2013-03-03,2013-03-03 21:28:47 UTC,Pacific Time (US & Canada),false,28,tiwane,2013-03-04 03:09:38 UTC,2016-10-31 21:08:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/208808,https://static.inaturalist.org/photos/264793/medium.jpg?1362366704,,,false,1,0,false,,,37.512028,-121.810876,10.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
4941162,2017/01/13 2:51 PM PST,2017-01-13,2017-01-13 22:51:00 UTC,Pacific Time (US & Canada),false,3342,hfabian,2017-01-14 06:35:13 UTC,2017-01-14 08:00:21 UTC,needs_id,,https://www.inaturalist.org/observations/4941162,https://static.inaturalist.org/photos/6025554/medium.jpg?1484375633,,,false,0,0,false,,"Alameda County, CA, USA",37.8031539719,-122.145580351,8.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
579794,Sun Mar 23 2014 09:42:54 GMT-0700 (PDT),2014-03-23,2014-03-23 16:42:54 UTC,Pacific Time (US & Canada),false,1,kueda,2014-03-23 20:31:17 UTC,2015-05-13 03:09:20 UTC,research,CC0,http://www.inaturalist.org/observations/579794,https://static.inaturalist.org/photos/737493/medium.jpg?1395606727,,,false,1,0,false,3,,37.738365,-122.107801,5.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
611094,Sun Apr 06 2014 16:22:02 GMT-0700 (PDT),2014-04-06,2014-04-06 23:22:02 UTC,Pacific Time (US & Canada),false,1,kueda,2014-04-07 00:31:54 UTC,2015-05-13 02:31:56 UTC,research,CC0,http://www.inaturalist.org/observations/611094,https://static.inaturalist.org/photos/770445/medium.jpg?1396831263,,,false,1,0,false,3,,37.736958,-122.084909,5.00,,,Alameda,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
2610913,Sat Jan 23 2016 13:35:23 GMT-0800 (PST),2016-01-23,2016-01-23 21:35:23 UTC,Pacific Time (US & Canada),false,1,kueda,2016-01-23 23:29:10 UTC,2016-04-20 02:16:17 UTC,research,CC0,http://www.inaturalist.org/observations/2610913,https://static.inaturalist.org/photos/2918622/medium.jpg?1453591765,,,false,2,0,false,3,"Anthony Chabot Regional Park, Oakland, CA, US",37.7980235406,-122.1472539661,5.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
4583693,Wed Nov 16 2016 11:19:12 GMT-0800 (PST),2016-11-16,2016-11-16 19:19:12 UTC,Pacific Time (US & Canada),false,47230,pmdenn,2016-11-16 19:23:23 UTC,2017-01-15 23:36:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4583693,https://static.inaturalist.org/photos/5537159/medium.jpg?1479324220,,,false,1,0,false,3,"Anthony Chabot Regional Park, Castro Valley, CA, US",37.7888960252,-122.1359465272,5.00,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
4883562,2016/12/26,2016-12-26,,Pacific Time (US & Canada),,121203,anaxyrus,2017-01-02 20:39:57 UTC,2017-01-02 23:04:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/4883562,https://static.inaturalist.org/photos/5937560/medium.jpg?1483389312,,22 DOR newts between the Ohlone Road gate and GPS point.,false,1,0,false,,"Sunol, California",37.50748,-121.808,3.00,,,Alameda,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
387927,2012-11-18 15:49:23,2012-11-18,2012-11-18 23:49:23 UTC,Pacific Time (US & Canada),false,3494,damontighe,2013-09-04 09:22:35 UTC,2015-05-13 02:36:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/387927,https://static.inaturalist.org/photos/485231/medium.jpg?1444665741,,"California Rough Skinned Newt (Taricha granulosa), Garin East Bay Regional Park, Hayward, California",false,2,0,false,,"Union City, California, United States",37.626197,-122.012148,,,,Alameda,,,California Newt (Taricha torosa),Taricha torosa,California Newt,Amphibia,27818
2641024,2016-02-02 15:05:34,2016-02-02,2016-02-02 23:05:34 UTC,Pacific Time (US & Canada),false,26610,anudibranchmom,2016-02-03 05:15:57 UTC,2016-06-08 12:57:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2641024,https://static.inaturalist.org/photos/2962930/medium.jpg?1454476563,2016-02-16 Pleasanton,Five-footed Newt! Super awesome. Video: https://flic.kr/p/DHP8XU,false,1,0,false,,"Pleasanton Ridge Regional Park, Alameda, California, United States",37.6214666667,-121.8924027778,,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
55128,"March 03, 2012 11:57",2012-03-03,2012-03-03 19:57:00 UTC,Pacific Time (US & Canada),false,1,kueda,2012-03-04 06:54:43 UTC,2015-05-13 03:36:14 UTC,research,CC0,http://www.inaturalist.org/observations/55128,https://static.inaturalist.org/photos/86235/medium.jpg?1444463599,,"Found dead under a log with its guts hanging out.  Maybe something took a bite, didn't like, and cached it?",false,2,0,false,,"Sunol Regional Wilderness, Alameda County, CA, USA",37.50703,-121.799753,,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2641026,2016-02-02 15:16:12,2016-02-02,2016-02-02 23:16:12 UTC,Pacific Time (US & Canada),,26610,anudibranchmom,2016-02-03 05:18:59 UTC,2016-02-03 06:55:44 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2641026,https://static.inaturalist.org/photos/2962936/medium.jpg?1454476746,2016-02-16 Pleasanton,"Is something wrong with the pale one on top? Seemed frisky enough, though. I saw several dead newts at this shallow pond (see alternate photos), though most appeared OK.",true,0,0,false,,"Pleasanton Ridge Regional Park, Alameda, California, United States",37.6202083333,-121.8910333333,,,,Alameda,,,Taricha,Taricha,Pacific Newts,Amphibia,27816
312590,Tue Jun 25 2013 08:37:05 GMT-0700 (PDT),2013-06-25,2013-06-25 15:37:05 UTC,Pacific Time (US & Canada),,15967,alison,2013-06-26 15:56:38 UTC,2015-05-13 03:11:41 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/312590,https://static.inaturalist.org/photos/387875/medium.jpg?1372262218,,Just off the trail. It had been raining for the last 2 days or so.,false,3,0,false,,"25400–25424 Five Canyons Pkwy, Castro Valley, California, US",37.6883333333,-122.039,,,,Alameda,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
5059754,2017-02-05 11:42:27 AM PST,2017-02-05,2017-02-05 19:42:27 UTC,Pacific Time (US & Canada),false,1,kueda,2017-02-06 00:35:44 UTC,2017-02-06 02:54:14 UTC,research,CC0,https://www.inaturalist.org/observations/5059754,https://static.inaturalist.org/photos/6205605/medium.jpg?1486341780,,Lots of these in the creek.,false,1,0,false,2,"Union City, CA",37.623046875,-122.0239257813,,,gps,Alameda,gps,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1300323,Sat Mar 14 2015 13:07:30 GMT-0700 (PDT),2015-03-14,2015-03-14 20:07:30 UTC,Pacific Time (US & Canada),,83738,nathacof,2015-03-18 03:02:32 UTC,2015-08-26 17:50:39 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/1300323,https://static.inaturalist.org/photos/1631950/medium.jpg?1426647788,,Saw about five or six of these guys in a small water hole.,true,5,0,false,3,"Dry Creek Pioneer Reg Park, Union City, CA, US",37.6227866667,-122.0252083333,,,,Alameda,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
149906,2012-11-17,2012-11-17,,Pacific Time (US & Canada),false,11164,polliwoggle,2012-11-18 23:42:04 UTC,2015-05-13 02:41:22 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/149906,,"Taricha torosa, California newt, Schaefer Ranch, Dublin, California","Several newts were observed crossing the roads during the evening rain shower around midnight. One juvenile individual was observed near a storm drain on Ridgeline Drive. One large adult was observed on the pavement along Marshall Canyon Drive, presumably heading to the fence-in pond nearby. Two very young juveniles were also observed along the edges of the pavement. One large adult was also observed as a fresh roadkill on the side of the road.",false,0,0,false,,Schaeffer Ranch,37.7036775555,-121.9735407829,,,,Alameda,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
3593,2009-02-28,2009-02-28,,Pacific Time (US & Canada),,307,vaudesir,2009-11-21 16:57:18 UTC,2016-03-01 17:37:35 UTC,casual,,http://www.inaturalist.org/observations/3593,,,"This was the season. At this time of the year, those little creatures are everywhere, especially close to water.",false,1,0,false,,Lake Del Valle Regional Park - William's Gulch,37.5515365601,-121.7033233643,,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
25648,"July 17, 2011 16:39",2011-07-17,2011-07-17 23:39:00 UTC,Pacific Time (US & Canada),false,1,kueda,2011-07-21 06:36:42 UTC,2017-01-20 20:36:23 UTC,needs_id,CC0,http://www.inaturalist.org/observations/25648,https://static.inaturalist.org/photos/46228/medium.jpg?1444353229,"larva, larvae, immature","We found a bunch of these guys in a drying stream.  Never seen the larvae of this newt before!  I'm sort of assuming they're <i>T. torosa</i> based on location.  If you have reason to believe they could be <i>T. granulosa</i>, let me know.",false,0,0,false,,"Anthony Chabot Regional Park, Oakland, CA, USA",37.74405,-122.112539,,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
550907,Sun Mar 02 2014 11:32:27 GMT-0800 (PST),2014-03-02,2014-03-02 19:32:27 UTC,Pacific Time (US & Canada),false,3494,damontighe,2014-03-03 19:47:03 UTC,2015-05-13 02:33:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/550907,https://static.inaturalist.org/photos/702956/medium.jpg?1393876127,,,false,2,0,false,3,"Dry Creek Pioneer Reg Park, Union City, CA, US",37.6247966667,-122.0072333333,,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
631008,Sat Mar 29 2014 17:14:30 GMT-0700 (PDT),2014-03-29,2014-03-30 00:14:30 UTC,Pacific Time (US & Canada),false,35942,neonmoth,2014-04-19 01:20:28 UTC,2015-05-13 02:31:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/631008,https://static.inaturalist.org/photos/793955/medium.jpg?1397875543,,,false,1,0,false,3,"Redwood Regional Park, Castro Valley, CA, US",37.8103116667,-122.1546166667,,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
631009,Sat Mar 29 2014 17:14:30 GMT-0700 (PDT),2014-03-29,2014-03-30 00:14:30 UTC,Pacific Time (US & Canada),false,35942,neonmoth,2014-04-19 01:20:28 UTC,2015-05-13 02:31:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/631009,https://static.inaturalist.org/photos/793960/medium.jpg?1397875574,,,false,1,0,false,3,"Redwood Regional Park, Castro Valley, CA, US",37.8103116667,-122.1546166667,,,,Alameda,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
